timestamp,class,score,formatted_time,sentiment,subcategory
13.9,Whale vocalization,0.9911848902702332,00:14,positive,singing
14.0,Whale vocalization,0.941637396812439,00:14,positive,singing
14.100000000000001,Whale vocalization,0.9569529294967651,00:14,positive,singing
14.200000000000001,Whale vocalization,0.9964758157730103,00:14,positive,singing
14.3,Whale vocalization,0.9813910126686096,00:14,positive,singing
14.4,Whale vocalization,0.9319250583648682,00:14,positive,singing
14.5,Whale vocalization,0.912630021572113,00:14,positive,singing
14.600000000000001,Whale vocalization,0.9456639885902405,00:15,positive,singing
14.700000000000001,Whale vocalization,0.9777816534042358,00:15,positive,singing
14.8,Whale vocalization,0.9713429808616638,00:15,positive,singing
14.9,Whale vocalization,0.9727681279182434,00:15,positive,singing
15.0,Whale vocalization,0.9985156059265137,00:15,positive,singing
15.100000000000001,Whale vocalization,0.8604681491851807,00:15,positive,singing
15.200000000000001,Whale vocalization,0.7938653230667114,00:15,positive,singing
15.3,Whale vocalization,0.8437198400497437,00:15,positive,singing
15.4,Whale vocalization,0.9875668883323669,00:15,positive,singing
15.5,Whale vocalization,0.9713165760040283,00:16,positive,singing
15.600000000000001,Whale vocalization,0.9412034749984741,00:16,positive,singing
15.700000000000001,Whale vocalization,0.9347411394119263,00:16,positive,singing
15.8,Whale vocalization,0.8770491480827332,00:16,positive,singing
15.9,Whale vocalization,0.8353197574615479,00:16,positive,singing
16.0,Whale vocalization,0.8421925902366638,00:16,positive,singing
16.1,Whale vocalization,0.9353941679000854,00:16,positive,singing
16.2,Whale vocalization,0.8339450359344482,00:16,positive,singing
16.3,Whale vocalization,0.6503415107727051,00:16,positive,singing
16.400000000000002,Whale vocalization,0.6586259007453918,00:16,positive,singing
16.5,Whale vocalization,0.8348885178565979,00:16,positive,singing
16.6,Whale vocalization,0.9895638227462769,00:17,positive,singing
16.7,Whale vocalization,0.6995095610618591,00:17,positive,singing
16.8,Whale vocalization,0.28650951385498047,00:17,positive,singing
16.900000000000002,display_name,0.33773598074913025,00:17,other,unknown
17.0,display_name,0.22519458830356598,00:17,other,unknown
17.1,Whale vocalization,0.2213323414325714,00:17,positive,singing
17.2,Whale vocalization,0.13213999569416046,00:17,positive,singing
17.3,display_name,0.1588912308216095,00:17,other,unknown
17.400000000000002,Whale vocalization,0.372602641582489,00:17,positive,singing
17.5,Whale vocalization,0.7708123326301575,00:18,positive,singing
17.6,Whale vocalization,1.0119341611862183,00:18,positive,singing
17.7,Whale vocalization,0.9039817452430725,00:18,positive,singing
17.8,Whale vocalization,0.8952034711837769,00:18,positive,singing
17.900000000000002,Whale vocalization,0.9319548606872559,00:18,positive,singing
18.0,Whale vocalization,0.8057488203048706,00:18,positive,singing
18.1,Whale vocalization,0.6382632255554199,00:18,positive,singing
18.2,Whale vocalization,0.6625534892082214,00:18,positive,singing
18.3,Whale vocalization,0.8385106921195984,00:18,positive,singing
18.400000000000002,Whale vocalization,0.9059722423553467,00:18,positive,singing
18.5,Whale vocalization,0.8499696850776672,00:18,positive,singing
18.6,Whale vocalization,0.7469158172607422,00:19,positive,singing
18.7,Whale vocalization,0.5823503732681274,00:19,positive,singing
18.8,Whale vocalization,0.6467597484588623,00:19,positive,singing
18.900000000000002,Whale vocalization,0.6748225092887878,00:19,positive,singing
19.0,Whale vocalization,0.7590325474739075,00:19,positive,singing
19.1,Whale vocalization,0.6236681938171387,00:19,positive,singing
19.200000000000003,Whale vocalization,0.7037801146507263,00:19,positive,singing
19.3,Whale vocalization,0.6009442806243896,00:19,positive,singing
19.400000000000002,Whale vocalization,0.596708357334137,00:19,positive,singing
19.5,Whale vocalization,0.4519340395927429,00:20,positive,singing
19.6,Whale vocalization,0.41087764501571655,00:20,positive,singing
19.700000000000003,Whale vocalization,0.2898097634315491,00:20,positive,singing
19.8,Whale vocalization,0.3045448958873749,00:20,positive,singing
19.900000000000002,Whale vocalization,0.5189543962478638,00:20,positive,singing
20.0,Whale vocalization,0.7190307378768921,00:20,positive,singing
20.1,Whale vocalization,0.7687823176383972,00:20,positive,singing
20.200000000000003,Whale vocalization,0.6396452784538269,00:20,positive,singing
20.3,Whale vocalization,0.6814156770706177,00:20,positive,singing
20.400000000000002,Whale vocalization,0.7104517221450806,00:20,positive,singing
20.5,Whale vocalization,0.7704313397407532,00:20,positive,singing
20.6,Whale vocalization,0.6984288096427917,00:21,positive,singing
20.700000000000003,Whale vocalization,0.6673413515090942,00:21,positive,singing
20.8,Whale vocalization,0.6926190853118896,00:21,positive,singing
20.900000000000002,Whale vocalization,0.6989096403121948,00:21,positive,singing
21.0,Whale vocalization,0.7083386778831482,00:21,positive,singing
21.1,Whale vocalization,0.7427317500114441,00:21,positive,singing
21.200000000000003,Whale vocalization,0.9012979865074158,00:21,positive,singing
21.3,Whale vocalization,0.9637128710746765,00:21,positive,singing
21.400000000000002,Whale vocalization,0.9878113269805908,00:21,positive,singing
21.5,Whale vocalization,1.0096402168273926,00:22,positive,singing
21.6,Whale vocalization,0.916649580001831,00:22,positive,singing
21.700000000000003,Whale vocalization,0.7210570573806763,00:22,positive,singing
21.8,Whale vocalization,0.5954094529151917,00:22,positive,singing
21.900000000000002,Whale vocalization,0.7036652565002441,00:22,positive,singing
22.0,Whale vocalization,0.8420896530151367,00:22,positive,singing
22.1,Whale vocalization,0.9086540341377258,00:22,positive,singing
22.200000000000003,Whale vocalization,0.8497634530067444,00:22,positive,singing
22.3,Whale vocalization,0.7274975776672363,00:22,positive,singing
22.400000000000002,Whale vocalization,0.7178242206573486,00:22,positive,singing
22.5,Whale vocalization,0.7136606574058533,00:22,positive,singing
22.6,Whale vocalization,0.791654109954834,00:23,positive,singing
22.700000000000003,Whale vocalization,0.8286862373352051,00:23,positive,singing
22.8,Whale vocalization,0.9172879457473755,00:23,positive,singing
22.900000000000002,Whale vocalization,0.9180632829666138,00:23,positive,singing
23.0,Whale vocalization,0.8739528656005859,00:23,positive,singing
23.1,Whale vocalization,0.8768147826194763,00:23,positive,singing
23.200000000000003,Whale vocalization,0.8883248567581177,00:23,positive,singing
23.3,Whale vocalization,0.9253736138343811,00:23,positive,singing
23.400000000000002,Whale vocalization,0.9123337268829346,00:23,positive,singing
23.5,Whale vocalization,0.9541476368904114,00:24,positive,singing
23.6,Whale vocalization,0.9824538826942444,00:24,positive,singing
23.700000000000003,Whale vocalization,0.9811536073684692,00:24,positive,singing
23.8,Whale vocalization,0.9906066656112671,00:24,positive,singing
23.900000000000002,Whale vocalization,1.0002617835998535,00:24,positive,singing
24.0,Whale vocalization,0.9856964349746704,00:24,positive,singing
24.1,Whale vocalization,0.9356109499931335,00:24,positive,singing
24.200000000000003,Whale vocalization,0.9187239408493042,00:24,positive,singing
24.3,Whale vocalization,0.94400554895401,00:24,positive,singing
24.400000000000002,Whale vocalization,0.9633630514144897,00:24,positive,singing
24.5,Whale vocalization,0.8854528069496155,00:24,positive,singing
24.6,Whale vocalization,0.8791332244873047,00:25,positive,singing
24.700000000000003,Whale vocalization,0.9271175861358643,00:25,positive,singing
24.8,Whale vocalization,0.9766993522644043,00:25,positive,singing
24.900000000000002,Whale vocalization,0.9243537783622742,00:25,positive,singing
25.0,Whale vocalization,0.9287157654762268,00:25,positive,singing
25.1,Whale vocalization,0.9565666317939758,00:25,positive,singing
25.200000000000003,Whale vocalization,0.9853605031967163,00:25,positive,singing
25.3,Whale vocalization,0.9604453444480896,00:25,positive,singing
25.400000000000002,Whale vocalization,0.9586803317070007,00:25,positive,singing
25.5,Whale vocalization,0.9586687088012695,00:26,positive,singing
25.6,Whale vocalization,0.9791790843009949,00:26,positive,singing
25.700000000000003,Whale vocalization,0.9798623323440552,00:26,positive,singing
25.8,Whale vocalization,0.9831365346908569,00:26,positive,singing
25.900000000000002,Whale vocalization,0.9664469957351685,00:26,positive,singing
26.0,Whale vocalization,0.9250604510307312,00:26,positive,singing
26.1,Whale vocalization,0.8998973369598389,00:26,positive,singing
26.200000000000003,Whale vocalization,0.9184362888336182,00:26,positive,singing
26.3,Whale vocalization,0.9463687539100647,00:26,positive,singing
26.400000000000002,Whale vocalization,0.9520661234855652,00:26,positive,singing
26.5,Whale vocalization,0.9695543050765991,00:26,positive,singing
26.6,Whale vocalization,0.9933751225471497,00:27,positive,singing
26.700000000000003,Whale vocalization,0.9959390759468079,00:27,positive,singing
26.8,Whale vocalization,0.9376130104064941,00:27,positive,singing
26.900000000000002,Whale vocalization,0.9107230305671692,00:27,positive,singing
27.0,Whale vocalization,0.891323983669281,00:27,positive,singing
27.1,Whale vocalization,0.9222963452339172,00:27,positive,singing
27.200000000000003,Whale vocalization,0.9355315566062927,00:27,positive,singing
27.3,Whale vocalization,0.9725925922393799,00:27,positive,singing
27.400000000000002,Whale vocalization,0.9349753260612488,00:27,positive,singing
27.5,Whale vocalization,0.908936083316803,00:28,positive,singing
27.6,Whale vocalization,0.9051181077957153,00:28,positive,singing
27.700000000000003,Whale vocalization,0.9431192874908447,00:28,positive,singing
27.8,Whale vocalization,0.9173416495323181,00:28,positive,singing
27.900000000000002,Whale vocalization,0.9168630242347717,00:28,positive,singing
28.0,Whale vocalization,0.9378283619880676,00:28,positive,singing
28.1,Whale vocalization,0.9617097973823547,00:28,positive,singing
28.200000000000003,Whale vocalization,0.5442801117897034,00:28,positive,singing
28.3,Whale vocalization,0.3908546566963196,00:28,positive,singing
28.400000000000002,Whale vocalization,0.5772897601127625,00:28,positive,singing
28.5,Whale vocalization,0.8778308033943176,00:28,positive,singing
28.6,Whale vocalization,0.6287322640419006,00:29,positive,singing
28.700000000000003,Whale vocalization,0.47166988253593445,00:29,positive,singing
28.8,Whale vocalization,0.5940244793891907,00:29,positive,singing
28.900000000000002,Whale vocalization,0.7563460469245911,00:29,positive,singing
29.0,Whale vocalization,0.7044324278831482,00:29,positive,singing
29.1,Whale vocalization,0.6904250383377075,00:29,positive,singing
29.200000000000003,Whale vocalization,0.8169388771057129,00:29,positive,singing
29.3,Whale vocalization,0.9333999156951904,00:29,positive,singing
29.400000000000002,Whale vocalization,0.9246378540992737,00:29,positive,singing
29.5,Whale vocalization,0.9319366812705994,00:30,positive,singing
29.6,Whale vocalization,0.950283944606781,00:30,positive,singing
29.700000000000003,Whale vocalization,0.9498860239982605,00:30,positive,singing
29.8,Whale vocalization,0.952397346496582,00:30,positive,singing
29.900000000000002,Whale vocalization,0.9496350288391113,00:30,positive,singing
30.0,Whale vocalization,0.9613682627677917,00:30,positive,singing
30.1,Whale vocalization,0.9464364051818848,00:30,positive,singing
30.200000000000003,Whale vocalization,0.9295521378517151,00:30,positive,singing
30.3,Whale vocalization,0.9237044453620911,00:30,positive,singing
30.400000000000002,Whale vocalization,0.7228248119354248,00:30,positive,singing
30.5,Whale vocalization,0.5511425733566284,00:30,positive,singing
30.6,Whale vocalization,0.5103136897087097,00:31,positive,singing
30.700000000000003,Whale vocalization,0.7371262311935425,00:31,positive,singing
30.8,Whale vocalization,0.8742544054985046,00:31,positive,singing
30.900000000000002,Whale vocalization,0.9077881574630737,00:31,positive,singing
31.0,Whale vocalization,0.7433543801307678,00:31,positive,singing
31.1,Whale vocalization,0.6921074390411377,00:31,positive,singing
31.200000000000003,Whale vocalization,0.7701554298400879,00:31,positive,singing
31.3,Whale vocalization,0.8299851417541504,00:31,positive,singing
31.400000000000002,Whale vocalization,0.8205884099006653,00:31,positive,singing
31.5,Whale vocalization,0.8367686867713928,00:32,positive,singing
31.6,Whale vocalization,0.8445075750350952,00:32,positive,singing
31.700000000000003,Whale vocalization,0.6658523678779602,00:32,positive,singing
31.8,Whale vocalization,0.48129430413246155,00:32,positive,singing
31.900000000000002,Whale vocalization,0.5135876536369324,00:32,positive,singing
32.0,Whale vocalization,0.7067518830299377,00:32,positive,singing
32.1,Whale vocalization,0.847557783126831,00:32,positive,singing
32.2,Whale vocalization,0.8112895488739014,00:32,positive,singing
32.300000000000004,Whale vocalization,0.7268951535224915,00:32,positive,singing
32.4,Whale vocalization,0.6354062557220459,00:32,positive,singing
32.5,Whale vocalization,0.7051277756690979,00:32,positive,singing
32.6,Whale vocalization,0.6843153238296509,00:33,positive,singing
32.7,Whale vocalization,0.7162808775901794,00:33,positive,singing
32.800000000000004,Whale vocalization,0.7606066465377808,00:33,positive,singing
32.9,Whale vocalization,0.8868656754493713,00:33,positive,singing
33.0,Whale vocalization,0.8603581190109253,00:33,positive,singing
